"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 03, 2019","2,400.58","2,426.06","2,430.51","2,400.53","2.00B","-0.84%"
"Sep 02, 2019","2,420.85","2,415.52","2,429.29","2,406.90","1.90B","-0.11%"
"Aug 30, 2019","2,423.44","2,409.17","2,423.44","2,401.04","2.27B","1.14%"
"Aug 29, 2019","2,396.04","2,365.61","2,396.04","2,363.12","2.26B","1.65%"
"Aug 28, 2019","2,357.06","2,359.64","2,369.31","2,353.85","1.74B","0.14%"
"Aug 27, 2019","2,353.67","2,369.90","2,379.50","2,347.07","2.74B","-0.57%"
"Aug 26, 2019","2,367.14","2,361.76","2,370.52","2,343.40","2.47B","-1.62%"
"Aug 23, 2019","2,406.15","2,390.95","2,406.69","2,387.87","2.09B","0.95%"
"Aug 22, 2019","2,383.46","2,372.11","2,391.29","2,370.66","2.51B","-0.28%"
"Aug 21, 2019","2,390.14","2,373.02","2,398.29","2,364.17","1.94B","0.96%"
"Aug 20, 2019","2,367.37","2,396.72","2,397.81","2,361.30","2.09B","-0.86%"
"Aug 19, 2019","2,387.99","2,392.47","2,399.19","2,381.51","2.39B","0.37%"
"Aug 16, 2019","2,379.08","2,343.70","2,381.99","2,338.05","2.42B","1.86%"
"Aug 15, 2019","2,335.62","2,333.81","2,353.20","2,312.74","3.56B","-0.92%"
"Aug 14, 2019","2,357.36","2,380.84","2,392.33","2,344.69","2.67B","0.06%"
"Aug 13, 2019","2,355.84","2,391.95","2,394.81","2,353.44","2.40B","-2.05%"
"Aug 09, 2019","2,405.17","2,440.04","2,445.91","2,403.26","2.30B","-0.93%"
"Aug 08, 2019","2,427.87","2,438.39","2,442.96","2,419.97","2.04B","-0.36%"
"Aug 07, 2019","2,436.73","2,442.36","2,457.84","2,430.23","2.77B","-0.13%"
"Aug 06, 2019","2,439.81","2,409.98","2,445.34","2,401.87","2.57B","0.39%"
"Aug 05, 2019","2,430.30","2,445.48","2,457.66","2,428.88","1.63B","-1.29%"
"Aug 02, 2019","2,462.03","2,455.06","2,466.82","2,440.51","2.99B","-1.00%"
"Aug 01, 2019","2,486.96","2,496.36","2,501.16","2,479.33","2.11B","-0.75%"
"Jul 31, 2019","2,505.76","2,492.19","2,512.89","2,490.01","1.73B","0.40%"
"Jul 30, 2019","2,495.67","2,512.19","2,517.93","2,491.69","1.95B","-0.58%"
"Jul 26, 2019","2,510.25","2,528.91","2,530.53","2,505.38","2.34B","-0.87%"
"Jul 25, 2019","2,532.25","2,527.97","2,537.02","2,524.16","2.18B","0.28%"
"Jul 24, 2019","2,525.07","2,531.86","2,535.14","2,517.06","2.32B","-0.08%"
"Jul 23, 2019","2,527.19","2,536.37","2,539.76","2,518.18","3.27B","-0.15%"
"Jul 22, 2019","2,530.87","2,541.46","2,546.12","2,524.82","2.54B","-0.62%"
"Jul 19, 2019","2,546.55","2,547.41","2,552.48","2,541.03","2.45B","0.70%"
"Jul 18, 2019","2,528.85","2,518.02","2,533.26","2,517.04","1.92B","0.19%"
"Jul 17, 2019","2,523.95","2,529.66","2,537.24","2,521.79","2.91B","-0.36%"
"Jul 15, 2019","2,533.15","2,538.57","2,547.89","2,530.41","2.56B","-0.09%"
"Jul 12, 2019","2,535.51","2,556.34","2,559.19","2,529.47","3.37B","-0.52%"
"Jul 11, 2019","2,548.83","2,560.53","2,564.27","2,544.41","2.97B","-0.04%"
"Jul 10, 2019","2,549.75","2,527.88","2,553.69","2,522.50","2.69B","1.22%"
"Jul 09, 2019","2,519.06","2,532.26","2,541.02","2,518.84","2.60B","-0.75%"
"Jul 08, 2019","2,538.21","2,534.09","2,543.86","2,525.56","2.06B","-0.14%"
"Jul 05, 2019","2,541.72","2,532.77","2,543.05","2,522.53","2.46B","0.41%"
"Jul 04, 2019","2,531.33","2,560.48","2,570.28","2,516.26","3.43B","-0.96%"
"Jul 03, 2019","2,555.98","2,550.27","2,563.54","2,542.97","2.62B","0.28%"
"Jul 02, 2019","2,548.75","2,559.63","2,565.47","2,544.72","2.17B","-0.63%"
"Jul 01, 2019","2,564.91","2,571.02","2,576.18","2,562.53","2.36B","0.73%"
"Jun 28, 2019","2,546.22","2,549.80","2,555.81","2,544.45","2.17B","-0.15%"
"Jun 27, 2019","2,550.03","2,542.75","2,557.02","2,540.41","2.73B","0.60%"
"Jun 26, 2019","2,534.88","2,527.27","2,537.55","2,523.29","2.22B","-0.01%"
"Jun 25, 2019","2,535.07","2,525.34","2,542.29","2,511.32","2.48B","0.37%"
"Jun 24, 2019","2,525.71","2,536.82","2,539.46","2,521.35","2.04B","-0.07%"
"Jun 21, 2019","2,527.36","2,539.87","2,548.78","2,522.87","3.67B","-0.20%"
"Jun 20, 2019","2,532.36","2,521.43","2,540.91","2,514.98","2.87B","0.79%"
"Jun 19, 2019","2,512.62","2,492.07","2,523.17","2,487.61","3.58B","1.56%"
"Jun 18, 2019","2,474.04","2,445.10","2,474.60","2,441.61","2.44B","1.17%"
"Jun 17, 2019","2,445.42","2,455.87","2,463.55","2,444.88","2.84B","-0.32%"
"Jun 14, 2019","2,453.31","2,454.76","2,459.98","2,444.45","2.02B","-0.15%"
"Jun 13, 2019","2,456.89","2,450.21","2,460.99","2,439.29","2.25B","0.13%"
"Jun 12, 2019","2,453.73","2,452.39","2,456.13","2,444.89","2.09B","-0.07%"
"Jun 11, 2019","2,455.33","2,449.25","2,463.89","2,442.22","1.96B","0.39%"
"Jun 10, 2019","2,445.71","2,441.09","2,450.62","2,440.43","1.75B","0.76%"
"Jun 07, 2019","2,427.26","2,435.39","2,438.07","2,422.24","1.44B","-0.09%"
"Jun 06, 2019","2,429.53","2,423.55","2,433.29","2,414.04","1.86B","0.25%"
"Jun 05, 2019","2,423.48","2,423.75","2,429.85","2,414.53","2.39B","0.69%"
"Jun 04, 2019","2,406.78","2,385.19","2,411.81","2,381.75","2.47B","1.25%"
"May 31, 2019","2,377.12","2,378.52","2,390.55","2,362.66","1.99B","-0.14%"
"May 30, 2019","2,380.36","2,375.65","2,392.45","2,374.51","1.57B","0.21%"
"May 29, 2019","2,375.33","2,395.87","2,397.46","2,373.65","2.06B","-0.89%"
"May 28, 2019","2,396.62","2,388.43","2,396.94","2,373.14","6.15B","0.63%"
"May 27, 2019","2,381.69","2,374.03","2,388.90","2,364.32","1.80B","0.70%"
"May 24, 2019","2,365.25","2,350.62","2,372.34","2,341.16","1.84B","0.23%"
"May 23, 2019","2,359.77","2,379.45","2,387.26","2,356.98","1.96B","-1.18%"
"May 22, 2019","2,387.91","2,371.22","2,389.66","2,371.06","1.93B","1.16%"
"May 21, 2019","2,360.55","2,357.77","2,372.05","2,347.27","2.16B","0.20%"
"May 17, 2019","2,355.80","2,375.19","2,381.09","2,353.47","1.92B","-0.51%"
"May 16, 2019","2,367.81","2,381.99","2,386.94","2,353.33","2.58B","-0.46%"
"May 15, 2019","2,378.73","2,402.38","2,407.06","2,378.73","2.13B","-0.79%"
"May 14, 2019","2,397.57","2,392.62","2,406.70","2,389.89","2.71B","-0.36%"
"May 13, 2019","2,406.23","2,417.65","2,424.14","2,396.28","1.85B","-0.51%"
"May 10, 2019","2,418.46","2,427.94","2,431.47","2,402.45","2.01B","0.16%"
"May 09, 2019","2,414.63","2,425.83","2,436.52","2,413.07","1.68B","-0.52%"
"May 08, 2019","2,427.15","2,439.38","2,442.10","2,422.26","2.51B","-1.00%"
"May 07, 2019","2,451.69","2,452.41","2,461.84","2,445.77","2.08B","-0.67%"
"May 03, 2019","2,468.28","2,462.85","2,473.41","2,461.88","1.78B","0.02%"
"May 02, 2019","2,467.76","2,464.22","2,473.39","2,462.22","1.55B","0.39%"
"Apr 30, 2019","2,458.06","2,447.07","2,462.96","2,446.50","1.60B","0.52%"
"Apr 29, 2019","2,445.34","2,443.32","2,449.82","2,438.36","1.52B","-0.04%"
"Apr 26, 2019","2,446.30","2,456.78","2,458.31","2,438.99","1.52B","-0.43%"
"Apr 25, 2019","2,456.97","2,458.07","2,466.22","2,453.17","1.17B","-0.06%"
"Apr 24, 2019","2,458.54","2,460.26","2,464.66","2,449.08","1.49B","0.15%"
"Apr 23, 2019","2,454.82","2,461.42","2,468.21","2,454.02","1.58B","-0.18%"
"Apr 22, 2019","2,459.28","2,465.13","2,476.49","2,459.22","1.74B","0.02%"
"Apr 19, 2019","2,458.75","2,460.01","2,467.92","2,454.26","1.41B","-0.06%"
"Apr 18, 2019","2,460.21","2,458.63","2,464.11","2,447.09","1.78B","0.17%"
"Apr 17, 2019","2,455.97","2,445.25","2,463.15","2,442.28","1.97B","0.79%"
"Apr 12, 2019","2,436.80","2,433.08","2,440.37","2,426.49","1.33B","0.06%"
"Apr 11, 2019","2,435.43","2,440.03","2,442.31","2,431.02","1.61B","-0.26%"
"Apr 10, 2019","2,441.85","2,436.82","2,447.16","2,434.58","1.67B","0.32%"
"Apr 09, 2019","2,434.16","2,421.91","2,438.99","2,417.91","1.33B","0.84%"
"Apr 05, 2019","2,413.92","2,414.00","2,421.30","2,408.67","1.04B","0.12%"
"Apr 04, 2019","2,411.09","2,420.10","2,421.73","2,403.04","1.22B","-0.36%"
"Apr 03, 2019","2,419.80","2,426.53","2,428.28","2,413.18","1.63B","-0.16%"
"Apr 02, 2019","2,423.57","2,422.44","2,430.02","2,417.13","1.41B","0.48%"
"Apr 01, 2019","2,412.10","2,412.55","2,423.37","2,411.04","1.62B","0.44%"
"Mar 29, 2019","2,401.55","2,404.45","2,411.31","2,395.52","1.31B","0.25%"
"Mar 28, 2019","2,395.51","2,382.31","2,401.35","2,380.58","1.40B","0.29%"
"Mar 27, 2019","2,388.53","2,394.21","2,398.85","2,378.64","1.61B","-0.27%"
"Mar 26, 2019","2,395.02","2,385.29","2,399.02","2,378.34","1.33B","0.46%"
"Mar 25, 2019","2,384.14","2,393.54","2,402.77","2,370.43","1.60B","-1.41%"
"Mar 22, 2019","2,418.15","2,400.21","2,419.06","2,395.36","1.51B","0.95%"
"Mar 21, 2019","2,395.50","2,391.64","2,405.78","2,390.83","1.47B","0.49%"
"Mar 20, 2019","2,383.74","2,390.21","2,397.41","2,382.40","1.26B","-0.18%"
"Mar 19, 2019","2,388.01","2,367.88","2,394.05","2,366.41","1.24B","0.88%"
"Mar 18, 2019","2,367.28","2,385.64","2,388.94","2,359.43","1.66B","-0.54%"
"Mar 15, 2019","2,380.23","2,396.88","2,400.99","2,379.68","1.94B","-0.64%"
"Mar 14, 2019","2,395.50","2,405.11","2,407.26","2,393.32","2.27B","-0.21%"
"Mar 13, 2019","2,400.48","2,377.37","2,400.50","2,372.53","1.59B","0.86%"
"Mar 12, 2019","2,380.12","2,387.58","2,391.70","2,375.74","1.76B","0.00%"
"Mar 11, 2019","2,380.07","2,391.74","2,397.00","2,376.73","1.07B","-0.27%"
"Mar 08, 2019","2,386.43","2,389.70","2,400.11","2,379.03","1.24B","-0.25%"
"Mar 07, 2019","2,392.53","2,378.83","2,397.82","2,375.83","1.58B","0.56%"
"Mar 06, 2019","2,379.17","2,396.62","2,402.22","2,376.66","1.75B","-0.93%"
"Mar 05, 2019","2,401.49","2,393.24","2,406.55","2,386.40","1.45B","0.23%"
"Mar 04, 2019","2,395.86","2,405.98","2,411.05","2,392.22","1.65B","-0.42%"
"Mar 01, 2019","2,405.95","2,428.74","2,431.50","2,404.34","2.28B","-0.79%"
"Feb 28, 2019","2,425.16","2,448.07","2,448.95","2,424.49","2.07B","-0.88%"
"Feb 27, 2019","2,446.60","2,444.23","2,452.58","2,436.98","2.41B","0.13%"
"Feb 26, 2019","2,443.33","2,447.00","2,456.01","2,440.69","2.38B","-0.58%"
"Feb 25, 2019","2,457.57","2,446.69","2,463.04","2,446.05","2.09B","0.86%"
"Feb 22, 2019","2,436.52","2,412.36","2,441.03","2,411.79","1.69B","0.82%"
"Feb 21, 2019","2,416.73","2,416.15","2,424.56","2,407.76","1.46B","0.12%"
"Feb 20, 2019","2,413.94","2,402.49","2,416.98","2,396.39","1.48B","0.69%"
"Feb 18, 2019","2,397.33","2,412.95","2,417.04","2,396.62","1.16B","-0.09%"
"Feb 15, 2019","2,399.38","2,422.24","2,424.34","2,395.16","1.87B","-1.09%"
"Feb 14, 2019","2,425.84","2,435.48","2,437.92","2,421.66","1.82B","-0.25%"
"Feb 13, 2019","2,431.90","2,421.08","2,434.58","2,414.55","1.61B","0.94%"
"Feb 12, 2019","2,409.33","2,402.11","2,415.53","2,398.71","1.31B","0.25%"
"Feb 11, 2019","2,403.36","2,413.40","2,418.73","2,394.90","1.40B","-0.92%"
"Feb 08, 2019","2,425.61","2,418.82","2,436.40","2,402.64","2.39B","-0.09%"
"Feb 07, 2019","2,427.79","2,437.23","2,449.59","2,421.36","1.54B","-0.31%"
"Feb 06, 2019","2,435.25","2,430.54","2,443.47","2,426.52","1.42B","0.29%"
"Feb 05, 2019","2,428.20","2,427.56","2,430.69","2,415.47","1.17B","-0.04%"
"Feb 04, 2019","2,429.06","2,431.95","2,439.23","2,426.48","1.18B","0.11%"
"Feb 01, 2019","2,426.47","2,415.85","2,433.70","2,411.28","1.63B","0.63%"
"Jan 31, 2019","2,411.25","2,410.89","2,424.55","2,409.09","2.27B","0.55%"
"Jan 30, 2019","2,397.96","2,390.02","2,398.69","2,380.88","1.79B","0.49%"
"Jan 29, 2019","2,386.18","2,382.56","2,386.99","2,372.20","2.07B","-0.02%"
"Jan 28, 2019","2,386.72","2,392.77","2,403.09","2,381.37","2.24B","0.04%"
"Jan 25, 2019","2,385.83","2,388.09","2,394.42","2,374.60","2.06B","0.23%"
"Jan 24, 2019","2,380.28","2,380.03","2,394.01","2,370.60","2.52B","0.11%"
"Jan 23, 2019","2,377.71","2,353.40","2,384.23","2,351.00","3.00B","0.99%"
"Jan 22, 2019","2,354.34","2,330.10","2,354.34","2,326.93","1.77B","0.97%"
"Jan 21, 2019","2,331.71","2,328.55","2,343.94","2,326.55","1.51B","0.35%"
"Jan 18, 2019","2,323.69","2,326.18","2,331.92","2,313.29","1.63B","0.22%"
"Jan 17, 2019","2,318.60","2,315.88","2,329.63","2,313.54","1.87B","0.17%"
"Jan 16, 2019","2,314.64","2,319.70","2,325.11","2,294.60","2.35B","0.09%"
"Jan 15, 2019","2,312.60","2,330.32","2,336.25","2,307.04","1.26B","-0.44%"
"Jan 14, 2019","2,322.79","2,339.26","2,342.01","2,318.04","1.50B","-1.06%"
"Jan 11, 2019","2,347.64","2,340.01","2,348.40","2,331.47","1.67B","0.59%"
"Jan 10, 2019","2,333.95","2,336.74","2,352.85","2,318.14","2.01B","-0.18%"
"Jan 09, 2019","2,338.13","2,360.79","2,369.69","2,332.45","1.93B","-0.21%"
"Jan 08, 2019","2,343.15","2,344.48","2,350.02","2,332.97","1.35B","0.02%"
"Jan 07, 2019","2,342.71","2,329.85","2,351.00","2,325.64","2.11B","1.27%"
"Jan 04, 2019","2,313.22","2,285.85","2,314.44","2,270.18","2.17B","1.17%"
"Jan 03, 2019","2,286.56","2,307.10","2,317.49","2,280.29","1.56B","-0.47%"
"Jan 02, 2019","2,297.28","2,299.61","2,313.11","2,293.01","1.39B","0.18%"
"Dec 28, 2018","2,293.11","2,274.54","2,294.97","2,272.31","1.65B","1.02%"
"Dec 27, 2018","2,269.94","2,330.36","2,335.89","2,266.73","2.10B","-0.68%"
"Dec 26, 2018","2,285.55","2,284.96","2,293.74","2,272.00","1.34B","0.06%"
"Dec 25, 2018","2,284.21","2,313.50","2,314.16","2,281.24","1.78B","-2.37%"
"Dec 24, 2018","2,339.72","2,335.22","2,355.38","2,333.26","1.27B","-0.26%"
"Dec 21, 2018","2,345.91","2,334.65","2,357.27","2,329.43","1.97B","0.00%"
"Dec 20, 2018","2,345.88","2,342.31","2,350.18","2,324.73","1.42B","-0.32%"
"Dec 19, 2018","2,353.43","2,323.50","2,354.60","2,315.22","1.83B","1.25%"
"Dec 18, 2018","2,324.48","2,340.52","2,342.81","2,319.00","1.53B","-1.18%"
"Dec 17, 2018","2,352.17","2,367.91","2,373.36","2,338.53","1.61B","-0.38%"
"Dec 14, 2018","2,361.25","2,366.19","2,379.33","2,349.48","1.47B","-0.34%"
"Dec 13, 2018","2,369.20","2,409.03","2,415.12","2,365.91","1.77B","-1.37%"
"Dec 12, 2018","2,402.04","2,415.28","2,419.21","2,398.27","1.27B","0.12%"
"Dec 11, 2018","2,399.13","2,422.47","2,424.46","2,398.41","1.74B","-1.18%"
"Dec 07, 2018","2,427.79","2,439.64","2,444.73","2,424.63","1.39B","-0.30%"
"Dec 06, 2018","2,435.17","2,432.38","2,443.58","2,426.85","1.56B","-1.26%"
"Dec 04, 2018","2,466.17","2,468.19","2,474.72","2,459.49","1.72B","0.04%"
"Dec 03, 2018","2,465.17","2,445.33","2,470.84","2,441.32","2.39B","2.32%"
"Nov 30, 2018","2,409.21","2,408.61","2,422.27","2,395.87","1.65B","0.34%"
"Nov 29, 2018","2,401.14","2,417.16","2,424.93","2,398.63","1.53B","-0.24%"
"Nov 28, 2018","2,406.91","2,401.32","2,414.29","2,399.28","1.41B","0.41%"
"Nov 27, 2018","2,397.20","2,390.38","2,402.25","2,385.63","1.42B","0.22%"
"Nov 26, 2018","2,391.89","2,376.54","2,395.06","2,367.86","1.40B","0.65%"
"Nov 23, 2018","2,376.49","2,353.00","2,379.71","2,341.11","1.34B","1.19%"
"Nov 22, 2018","2,348.46","2,367.20","2,375.70","2,346.10","1.70B","-0.85%"
"Nov 21, 2018","2,368.59","2,346.57","2,378.37","2,338.79","1.92B","0.36%"
"Nov 20, 2018","2,360.13","2,389.33","2,389.79","2,356.70","1.72B","-1.53%"
"Nov 19, 2018","2,396.88","2,392.32","2,404.19","2,386.82","1.32B","0.16%"
"Nov 16, 2018","2,393.11","2,401.60","2,412.35","2,389.73","1.72B","-0.25%"
"Nov 15, 2018","2,399.13","2,426.44","2,428.45","2,397.52","1.96B","-0.81%"
"Nov 14, 2018","2,418.67","2,421.14","2,432.14","2,408.07","1.60B","-0.51%"
"Nov 13, 2018","2,430.97","2,405.92","2,440.35","2,402.18","1.88B","0.42%"
"Nov 12, 2018","2,420.86","2,448.88","2,449.99","2,420.79","1.31B","-0.84%"
"Nov 09, 2018","2,441.47","2,452.77","2,455.88","2,434.43","1.50B","-0.92%"
"Nov 08, 2018","2,464.12","2,470.98","2,476.34","2,462.36","1.81B","0.42%"
"Nov 07, 2018","2,453.82","2,450.08","2,454.29","2,419.92","1.60B","0.46%"
"Nov 06, 2018","2,442.55","2,456.36","2,468.46","2,442.36","1.40B","-0.08%"
"Nov 05, 2018","2,444.53","2,440.86","2,447.78","2,436.48","1.28B","-0.69%"
"Nov 02, 2018","2,461.43","2,450.45","2,471.84","2,444.47","2.07B","0.91%"
"Nov 01, 2018","2,439.17","2,447.49","2,451.75","2,426.50","2.06B","-0.17%"
"Oct 31, 2018","2,443.28","2,411.32","2,443.59","2,407.72","1.86B","2.21%"
"Oct 30, 2018","2,390.35","2,391.26","2,402.89","2,382.60","1.35B","0.10%"
"Oct 29, 2018","2,387.97","2,381.05","2,404.32","2,378.02","1.29B","0.58%"
"Oct 26, 2018","2,374.16","2,390.03","2,393.65","2,368.35","1.40B","-1.15%"
"Oct 25, 2018","2,401.83","2,339.24","2,406.66","2,324.25","2.88B","1.50%"
"Oct 24, 2018","2,366.35","2,394.88","2,406.78","2,360.40","2.34B","-2.37%"
"Oct 22, 2018","2,423.67","2,438.78","2,446.38","2,414.94","1.57B","-0.46%"
"Oct 19, 2018","2,434.98","2,453.25","2,456.47","2,429.20","2.17B","-0.93%"
"Oct 18, 2018","2,457.88","2,471.69","2,476.09","2,454.51","1.70B","-0.76%"
"Oct 17, 2018","2,476.75","2,498.67","2,502.41","2,476.75","2.12B","-0.16%"
"Oct 16, 2018","2,480.69","2,480.30","2,487.70","2,466.47","1.43B","0.06%"
"Oct 12, 2018","2,479.09","2,471.23","2,485.07","2,466.61","1.84B","0.86%"
"Oct 11, 2018","2,457.88","2,451.18","2,467.89","2,442.91","3.36B","-2.52%"
"Oct 10, 2018","2,521.47","2,499.97","2,521.47","2,497.98","1.78B","1.66%"
"Oct 09, 2018","2,480.41","2,483.75","2,499.80","2,469.25","1.97B","0.08%"
"Oct 08, 2018","2,478.40","2,515.17","2,529.30","2,478.35","2.78B","-1.50%"
"Oct 05, 2018","2,516.13","2,526.25","2,537.11","2,513.59","1.96B","-0.62%"
"Oct 04, 2018","2,531.87","2,541.67","2,550.51","2,517.69","2.97B","-0.81%"
"Oct 03, 2018","2,552.49","2,571.24","2,576.35","2,552.49","2.90B","-0.37%"
"Oct 02, 2018","2,561.90","2,578.40","2,586.30","2,558.59","3.15B","-0.83%"
"Oct 01, 2018","2,583.34","2,587.90","2,591.53","2,579.56","3.33B","0.19%"
"Sep 28, 2018","2,578.35","2,581.06","2,582.78","2,568.06","2.37B","0.15%"
"Sep 27, 2018","2,574.43","2,572.11","2,574.54","2,542.48","3.01B","0.24%"
"Sep 26, 2018","2,568.27","2,573.99","2,579.08","2,562.45","2.48B","0.04%"
"Sep 25, 2018","2,567.36","2,574.27","2,579.42","2,561.26","2.63B","0.01%"
"Sep 24, 2018","2,567.04","2,568.58","2,583.77","2,566.26","3.05B","-0.47%"
"Sep 21, 2018","2,579.13","2,583.77","2,595.23","2,573.47","4.18B","0.26%"
"Sep 20, 2018","2,572.49","2,581.14","2,589.98","2,568.71","6.04B","0.17%"
"Sep 19, 2018","2,568.04","2,566.93","2,589.87","2,562.70","5.99B","0.37%"
"Sep 18, 2018","2,558.65","2,514.28","2,566.66","2,511.88","3.76B","1.71%"
"Sep 17, 2018","2,515.70","2,514.84","2,526.77","2,503.56","1.97B","-0.26%"
"Sep 14, 2018","2,522.25","2,527.07","2,532.68","2,513.84","2.10B","0.24%"
"Sep 13, 2018","2,516.09","2,469.32","2,525.90","2,468.97","2.93B","2.75%"
"Sep 12, 2018","2,448.71","2,436.67","2,452.35","2,426.47","1.59B","0.45%"
"Sep 11, 2018","2,437.86","2,469.74","2,477.29","2,437.83","1.72B","-1.35%"
"Sep 10, 2018","2,471.30","2,464.30","2,473.29","2,453.85","1.39B","0.08%"
"Sep 07, 2018","2,469.24","2,465.98","2,479.29","2,460.58","1.58B","-0.31%"
"Sep 06, 2018","2,476.99","2,463.83","2,477.12","2,449.54","2.46B","0.45%"
"Sep 05, 2018","2,465.83","2,500.78","2,505.86","2,465.42","2.36B","-1.78%"
"Sep 04, 2018","2,510.49","2,524.48","2,529.26","2,508.77","1.75B","-0.48%"
"Sep 03, 2018","2,522.68","2,524.22","2,532.66","2,519.96","1.55B","-0.08%"
"Aug 31, 2018","2,524.74","2,511.79","2,525.85","2,508.94","1.75B","0.07%"
"Aug 30, 2018","2,522.92","2,535.39","2,541.33","2,522.87","2.02B","-0.27%"
"Aug 29, 2018","2,529.73","2,527.64","2,530.39","2,516.22","1.60B","0.28%"
"Aug 28, 2018","2,522.71","2,531.73","2,538.85","2,519.98","2.24B","0.09%"
"Aug 27, 2018","2,520.48","2,508.80","2,521.44","2,506.74","2.25B","0.88%"
"Aug 24, 2018","2,498.54","2,494.53","2,500.29","2,487.20","1.44B","-0.10%"
"Aug 23, 2018","2,501.16","2,503.41","2,509.85","2,494.71","1.74B","0.47%"
"Aug 22, 2018","2,489.41","2,485.64","2,503.35","2,483.58","1.61B","0.31%"
"Aug 21, 2018","2,481.80","2,497.87","2,505.43","2,472.61","2.11B","-0.49%"
"Aug 20, 2018","2,493.93","2,489.39","2,501.63","2,482.80","2.96B","0.78%"
"Aug 17, 2018","2,474.51","2,473.63","2,484.41","2,471.85","2.17B","0.52%"
"Aug 16, 2018","2,461.71","2,448.93","2,464.00","2,433.59","2.70B","0.37%"
"Aug 15, 2018","2,452.61","2,472.34","2,475.44","2,448.65","2.83B","-1.30%"
"Aug 14, 2018","2,485.01","2,477.55","2,486.62","2,464.77","2.33B","-0.55%"
"Aug 10, 2018","2,498.70","2,518.24","2,519.60","2,497.96","2.33B","-1.09%"
"Aug 09, 2018","2,526.11","2,527.17","2,537.89","2,517.03","1.62B","0.02%"
"Aug 08, 2018","2,525.48","2,505.47","2,529.60","2,502.69","2.16B","0.90%"
"Aug 07, 2018","2,502.93","2,492.48","2,509.58","2,477.43","1.78B","0.72%"
"Aug 06, 2018","2,484.97","2,520.39","2,525.66","2,481.53","2.34B","-1.05%"
"Aug 03, 2018","2,511.43","2,505.69","2,518.37","2,501.79","1.82B","0.20%"
"Aug 02, 2018","2,506.53","2,519.52","2,522.68","2,491.77","2.16B","-0.92%"
"Aug 01, 2018","2,529.93","2,501.36","2,531.27","2,496.97","2.61B","1.37%"
"Jul 31, 2018","2,495.73","2,498.03","2,507.78","2,484.44","2.44B","0.05%"
"Jul 26, 2018","2,494.53","2,494.14","2,497.26","2,474.03","2.38B","0.75%"
"Jul 25, 2018","2,475.90","2,457.17","2,485.60","2,456.77","3.25B","1.01%"
"Jul 24, 2018","2,451.04","2,467.34","2,471.97","2,440.31","3.49B","-0.09%"
"Jul 23, 2018","2,453.31","2,444.42","2,463.51","2,433.71","3.12B","0.36%"
"Jul 20, 2018","2,444.41","2,411.51","2,450.23","2,406.25","3.96B","1.67%"
"Jul 19, 2018","2,404.23","2,394.03","2,410.17","2,386.71","1.95B","0.77%"
"Jul 18, 2018","2,385.79","2,378.84","2,389.22","2,374.01","1.91B","0.79%"
"Jul 17, 2018","2,367.09","2,363.64","2,374.76","2,350.90","1.95B","-0.11%"
"Jul 16, 2018","2,369.64","2,383.65","2,388.51","2,361.84","1.94B","-0.99%"
"Jul 13, 2018","2,393.33","2,398.54","2,405.99","2,387.38","2.58B","0.09%"
"Jul 12, 2018","2,391.23","2,382.66","2,402.09","2,380.61","2.06B","0.18%"
"Jul 11, 2018","2,387.04","2,379.56","2,395.51","2,373.58","1.73B","-0.56%"
"Jul 10, 2018","2,400.60","2,377.73","2,400.92","2,355.32","2.45B","1.43%"
"Jul 09, 2018","2,366.75","2,372.18","2,377.33","2,363.29","2.48B","0.60%"
"Jul 06, 2018","2,352.75","2,327.72","2,360.30","2,308.64","3.73B","0.90%"
"Jul 05, 2018","2,331.83","2,370.01","2,373.41","2,325.29","4.01B","-1.78%"
"Jul 04, 2018","2,374.11","2,366.20","2,380.60","2,352.04","3.51B","0.23%"
"Jul 03, 2018","2,368.74","2,337.86","2,372.00","2,327.89","4.47B","1.24%"
"Jul 02, 2018","2,339.76","2,323.82","2,339.83","2,305.63","3.21B","0.82%"
"Jun 29, 2018","2,320.82","2,332.85","2,342.73","2,304.26","3.13B","-0.12%"
"Jun 28, 2018","2,323.52","2,357.68","2,359.59","2,323.32","2.98B","-1.11%"
"Jun 27, 2018","2,349.63","2,372.27","2,383.56","2,342.46","3.27B","-0.43%"
"Jun 26, 2018","2,359.78","2,343.40","2,368.76","2,331.81","2.13B","0.27%"
"Jun 25, 2018","2,353.52","2,384.50","2,394.57","2,351.03","2.28B","-0.85%"
"Jun 22, 2018","2,373.68","2,384.67","2,397.61","2,361.92","2.92B","0.16%"
"Jun 21, 2018","2,369.84","2,417.70","2,420.21","2,361.02","2.17B","-2.02%"
"Jun 20, 2018","2,418.62","2,392.03","2,423.15","2,379.14","2.20B","1.73%"
"Jun 19, 2018","2,377.58","2,420.13","2,433.12","2,367.96","3.71B","-2.61%"
"Jun 18, 2018","2,441.42","2,462.18","2,465.07","2,441.22","2.01B","-1.62%"
"Jun 15, 2018","2,481.53","2,483.22","2,493.79","2,464.74","2.21B","-0.30%"
"Jun 14, 2018","2,488.91","2,497.83","2,500.07","2,472.78","2.20B","-0.63%"
"Jun 13, 2018","2,504.58","2,518.47","2,522.45","2,501.00","2.14B","-0.61%"
"Jun 12, 2018","2,520.00","2,517.21","2,534.93","2,514.94","1.90B","0.28%"
