,ticker,industry,sector,volatility_5d,mean_price
424,TRUE,Technology,Information & Communication Technology,0.002353016083365201,0.10809308762205509
425,TSC,Industrials,Automotive,0.02055251510037958,0.3047138047138046
426,TSI,Financials,Insurance,0.054264459174357155,0.30156308276540195
427,TSTE,Services,Transportation & Logistics,0.0,0.39203986349266173
428,TSTH,Industrials,Steel,0.0,0.25484248616432525
429,TTA,Services,Transportation & Logistics,0.0030911901081916767,0.04954589509298245
430,TTCL,Property & Construction,Construction Services,0.0020699913319294433,0.06731423020883925
431,TTI,Consumer Products,Fashion,0.0,0.28949450006179694
432,TTLPF,ERROR,ERROR,0.012907255755789248,0.33923684416295274
433,TTW,Resources,Energy & Utilities,0.007476635514018781,0.758011959752211
434,TUPF,ERROR,ERROR,0.0012433958085193834,0.10698796118015444
435,TU,Agro & Food Industry,Food & Beverage,0.007414272474513428,0.39422056040252956
436,TVI,Financials,Insurance,0.005588189527261943,0.1799309470739916
437,TVO,Agro & Food Industry,Food & Beverage,0.008163265306122458,0.3424818203143326
438,TWP,Industrials,Steel,0.002783511071344545,0.155183298502264
439,TWZ,Technology,Information & Communication Technology,0.0,0.032891246684350145
440,TYCN,Industrials,Steel,0.0029850746268656357,0.16349288042545893
441,U,Property & Construction,Property Development,0.004206096113566053,0.08997000207906382
442,UAC,Industrials,Petrochemicals & Chemicals,0.0,0.05578501371412714
443,UMI,Property & Construction,Construction Materials,0.0036939821555429446,0.041346028962919674
444,UNIQ,Property & Construction,Construction Services,0.015092358242656683,0.24523669567968118
445,UOBKH,Financials,Finance & Securities,0.006362311020216104,0.42533711499228755
446,UP,Industrials,Petrochemicals & Chemicals,0.008303355060281938,0.22020261055912724
447,UPF,Consumer Products,Fashion,0.0,0.31182477430812494
448,UPOIC,Agro & Food Industry,Agribusiness,0.012193393038270425,0.12761496572133627
449,URBNPF,Property & Construction,Property Fund & REITs,0.030959752321981424,0.3633085418075276
450,UT,Consumer Products,Fashion,0.0,0.5765219242230735
451,UTP,Industrials,Paper & Printing Materials,0.01021391879066167,0.7755883962780513
452,UV,Property & Construction,Property Development,0.009779951100244499,0.16221697627144052
453,UVAN,ERROR,ERROR,0.012698412698412754,0.06662409535972753
454,VARO,Industrials,Industrial Materials & Machinery,0.0,0.2534036012296882
455,VGI,Services,Media & Publishing,0.019773556802114442,0.8302670822023389
456,VIBHA,Services,Health Care Services,0.004015556955382251,0.4596601972237924
457,VIH,Services,Health Care Services,0.007169238271560528,0.2740491542846463
458,VNG,Property & Construction,Construction Materials,0.0,0.18214859600814023
459,VNT,Industrials,Petrochemicals & Chemicals,0.008719180403507009,0.5662906864324846
460,W,Technology,Electronic Components,0.0,0.006404757820094929
461,WACOAL,Consumer Products,Fashion,0.057367603287560014,0.35136353391931496
462,WAVE,Services,Media & Publishing,0.0022946039745041506,0.04728705124408909
463,WG,ERROR,ERROR,0.0,0.677831062393748
464,WHA,Property & Construction,Property Development,0.03404255319148943,0.8262236662823602
465,WIIK,Property & Construction,Construction Materials,0.001797752808988773,0.13601102070687507
466,WIN,Property & Construction,Property Development,0.01014078590407879,0.11704147926036983
467,WORK,Services,Media & Publishing,0.0016168249127281628,0.09676120868791861
468,ZMICO,Financials,Finance & Securities,0.00733944954128441,0.2618721220429541
